1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100
0;15.52065298;19.10148002;8.547131016;34.33175987;27.80327498;24.59607995;35.79378416;59.78519794;41.26510338;56.10747479;64.23640337;46.36165252;65.09133077;54.15557022;53.98909569;66.65216929;73.36888247;90.26393393;95.51246641;64.85665445;66.01168277;91.84589238;68.8924937;72.0235708;72.86173602;75.30360058;76.81666994;99.69315801;112.9451615;89.56443431;96.27755507;94.97225561;99.31757054;98.94629423;105.5536817;115.2949027;143.975513;165.6299046;166.3442577;144.2341537;176.0278306;191.6291617;158.9708238;182.2312398;181.2681189;195.7818553;171.1689954;206.3397898;152.2547284;202.9103416;188.1137892;185.8183543;150.4492938;174.0864504;166.3385899;164.1866607;157.6803141;184.4638193;209.2174157;161.8032445;162.3934218;165.6306064;203.0968185;178.2134241;175.9230022;185.8508595;192.1514658;185.6344581;223.4506333;202.645552;222.8618642;198.8323661;91.63467765;85.07462665;151.0383804;164.80342;110.1940284;74.45507221;97.29335482;110.5443715;110.9517967;127.5907955;163.5031764;139.4238205;161.405578;173.6787033;172.8862082;133.2656397;131.6844115;172.7621245;118.3496193;130.833683;184.9987941;181.2499537;190.9165586;185.371418;178.3976547;188.1319613;200.8778678
15.52065298;0;3.749096288;11.3066923;19.47153009;19.82343174;22.72249601;35.45670512;46.77011991;43.56768122;45.37483168;52.49923581;49.8443938;53.96413299;61.33930046;47.36586553;56.20761516;62.75269585;77.34411641;82.88400786;68.02297756;69.89581461;79.83230528;70.51034456;72.69206809;71.18594985;71.11048463;74.52618275;91.21154116;102.1178711;85.55049806;91.4756718;95.52427621;94.18996066;101.1292141;105.2196801;117.295706;133.7503391;153.5633845;154.4299839;134.4513053;163.6343968;178.7656175;148.5289918;170.0600451;169.436758;183.197425;160.1540184;193.4715;144.0646406;190.3819211;176.3568544;174.6247568;145.0449988;164.4935338;158.7732802;157.144075;153.8182163;174.8892444;197.8043647;157.6801136;159.5505755;163.4948966;192.9070838;174.1793532;174.5696354;179.6313638;184.7977727;182.5796772;214.1720785;196.614633;214.0280774;196.1810877;76.19110936;69.6226159;135.5604421;149.3063814;94.67339339;59.00815313;81.86989105;95.09786711;95.53284652;112.1671872;148.1630695;124.3382328;146.1859773;158.3972457;157.6414041;118.6028737;117.3260774;157.9667104;105.4956948;117.8307611;170.401687;167.0726334;176.7248687;171.3245318;164.6892819;174.5727911;187.2740981
19.10148002;3.749096288;0;13.94109628;15.72998665;18.10294913;22.59331603;35.14402278;43.2357203;43.70537877;42.3105429;49.18699227;50.1596302;50.76969491;62.41709337;45.25304598;53.14629809;59.62997835;73.77797932;79.35708675;68.06645455;70.0992572;76.40910099;70.16063318;72.09862542;70.04328356;69.3760199;73.2169722;88.44724043;98.87646697;83.78574464;89.50984289;94.78524534;92.1422791;100.7600491;104.2369904;116.8335614;130.5885718;150.0835189;150.972926;131.3702241;160.1039562;175.1688181;145.3186583;166.5599809;165.9876798;179.6365085;156.8392649;189.8719606;141.2813046;186.8273458;172.9172334;171.2749782;142.8358713;161.4270364;156.1013813;154.5793164;151.9326324;171.8205826;194.4127206;155.7326584;157.8838199;161.9822083;189.720768;172.2338631;173.2218621;177.2169583;182.1493114;180.8412667;211.1410729;194.2273925;211.0791973;194.5203994;72.82341132;66.24768531;132.1351443;145.84963;91.14272382;55.35995992;78.20917601;91.45079458;91.87040878;108.5076116;144.4721896;120.6024698;142.4679837;154.6915539;153.9281963;114.8545671;113.5891176;154.2179514;101.9204408;114.2301821;166.6540086;163.3438482;172.9947556;167.6046402;160.9988164;170.8961154;183.5918245
8.547131016;11.3066923;13.94109628;0;27.55464828;19.26019599;16.74540678;28.78197368;51.65950044;35.43767499;47.60257379;55.820189;41.17274887;56.60265936;51.14008785;45.64770035;58.1176264;64.83695772;82.02284661;87.19523623;59.68156252;61.19745449;83.42385235;63.03940008;65.79583747;65.78977379;67.52459405;69.56908655;91.22803584;104.407441;81.87712096;88.41494868;88.79461371;91.38750134;93.46667354;99.0665974;109.775901;135.4296757;157.175004;157.8710364;135.6997554;167.6169538;183.3026231;150.4237265;173.7859318;172.7829486;187.398395;162.6306212;198.0102911;143.8500193;194.5152881;179.6202062;177.2860322;142.5237683;165.5649794;158.0225344;155.951254;150.1424993;175.944691;200.6948351;154.1991797;155.1525188;158.6137023;194.5542605;170.6458287;169.1767656;177.7764679;183.8775794;178.3491515;214.9557577;194.6168557;214.4054451;191.6784752;86.47007102;79.89005204;145.6307611;159.2646461;104.3856918;68.1805453;90.86854084;104.1686153;104.4850067;121.1125189;156.7740256;132.3059927;154.4558882;166.8252867;165.9690666;125.7421019;123.9550041;165.3135781;110.058091;122.5683116;177.3855121;173.382032;183.0513682;177.43681;170.3229834;179.9992804;192.7558823
34.33175987;19.47153009;15.72998665;27.55464828;0;17.99035091;27.24159745;37.026543;28.4762694;46.58292181;30.26319933;35.54074381;53.32561679;37.71951265;68.03561238;38.08182127;40.7390233;46.76950097;58.67014783;64.40424661;69.37600713;72.00146259;61.93096263;69.76699297;70.61284918;66.23915537;62.93844829;68.58416797;76.91517567;85.11178234;76.87504934;81.5975305;92.16701512;83.82320097;99.6187214;100.4279313;115.0893306;117.0641892;135.2167654;136.1952992;118.1883817;145.0349766;159.8487096;131.5566907;151.6033315;151.229319;164.444922;142.6280446;174.5382653;129.3463487;171.6565236;158.1909172;156.9062286;133.3734087;148.23605;144.5946023;143.5358493;143.8177211;158.6021379;179.8598814;147.3333446;150.6769532;155.4132888;175.9939581;163.7724086;167.3020065;166.7427215;170.6719114;173.2288195;198.0243159;183.8232929;198.2995012;187.1898512;59.84900652;53.30614721;118.5293336;132.0422034;77.05130862;40.6694778;63.31460773;76.61627615;76.93094745;93.56014574;129.2870307;105.092778;127.0942774;139.4014028;138.5854706;99.14716215;97.86026738;138.550035;86.72442602;98.92437843;150.9399524;147.6243283;157.2731436;151.9015157;145.3712707;155.3085953;167.9862384
27.80327498;19.82343174;18.10294913;19.26019599;17.99035091;0;9.818434453;19.24346583;33.76978807;28.71373674;28.42375009;36.89366269;35.45647582;37.45662804;50.05723658;27.62333607;38.86386214;45.5863578;63.50925524;68.45821226;52.11984555;54.55486209;64.41810881;53.28102044;54.76213673;52.06807852;51.333752;55.14892952;72.36981728;85.1488927;65.76364655;71.6528075;77.16154787;74.37919272;83.67990776;86.34458134;99.55586604;116.203353;138.057138;138.7162912;116.5371068;148.5889615;164.4535219;131.1811014;154.6846855;153.6036261;168.4239144;143.3713996;179.149625;125.1497449;175.5145032;160.4249612;158.0316894;125.2910157;146.4524007;139.5913171;137.7689962;134.0020267;156.8397208;181.4520294;137.8571467;139.8218953;143.8825687;175.3470432;154.3566339;155.1274634;160.041353;165.5522466;162.8130946;195.9323696;176.9912469;195.5086878;176.457727;76.42109279;69.99006695;134.0430954;147.251268;92.26673226;55.67594624;77.34297938;90.56516861;90.63678045;107.0516114;141.8439376;116.5238846;138.9890887;151.5461235;150.5365398;108.9536901;106.6444911;148.5777649;91.34590922;103.9040609;160.2217548;155.6114177;165.2740727;159.5013279;152.0628974;161.5942072;174.366118
24.59607995;22.72249601;22.59331603;16.74540678;27.24159745;9.818434453;0;12.74586663;42.32736256;21.1348306;35.15526013;44.15534906;27.67575618;44.10377011;41.10556145;29.76750835;44.77507264;51.43906201;71.09677149;75.69368908;45.47459794;47.52363251;71.15717871;47.78797967;50.04446136;49.24545509;50.80185137;52.91809593;75.73579187;90.52179396;65.13734621;71.72968531;72.95229165;74.74128268;78.4067181;82.89138839;94.58023878;120.8233584;144.1875992;144.7087877;120.7725891;154.9669771;171.1976587;135.920753;160.841795;159.4645799;174.9034399;148.5581597;185.8531926;128.0030567;181.9225693;166.1975238;163.3225537;125.8789338;150.4176237;141.8986039;139.6560025;133.3974683;160.7619587;186.866621;137.4549386;138.462416;142.0144817;179.7389752;153.9004983;152.726884;161.2550796;167.6529852;161.6426107;199.5354403;178.0513731;198.7529275;175.0128293;86.21667372;79.77245059;143.8376289;157.0176815;102.0532509;65.47709479;87.02616487;100.2163945;100.2528038;116.6082135;151.1716096;125.6343659;148.1683592;160.767736;159.7130552;117.6653253;115.0726287;157.2433305;98.49835378;111.0832282;168.639568;163.6214454;173.2656881;167.3701249;159.6339638;168.9898536;181.7628423
35.79378416;35.45670512;35.14402278;28.78197368;37.026543;19.24346583;12.74586663;0;44.31733598;9.58601863;34.34525274;43.47566387;16.31195074;42.38690465;31.79939126;23.35986869;41.85583574;48.04078412;69.935321;73.76425058;33.09778834;35.3898206;68.46450821;35.0632346;37.31550366;37.0914571;40.11349285;41.02515199;68.24911782;85.33813031;54.10181925;61.13304012;60.25386749;64.33252091;65.68260665;70.33055801;81.83925042;114.3007153;139.6206311;139.9281666;113.771623;150.7303962;167.4891248;129.447486;156.2297348;154.4109268;170.741669;142.6035714;182.020694;119.4076489;177.619153;160.9838565;157.4398862;115.2818993;142.9208723;132.6959195;130.0748642;121.9663088;153.171264;181.0660804;126.1375531;126.6016368;129.9086973;172.6348485;142.5127351;140.3975496;151.029311;158.1686498;149.8407211;191.4658446;167.6644694;190.3019868;163.0588589;93.26715208;87.03288378;149.1970464;161.968267;107.4891689;71.48501098;91.66274885;104.5289353;104.3571237;120.2757129;153.647485;127.4674194;150.1111124;162.807144;161.5969855;118.3754585;115.0797636;157.5927838;96.03508653;108.5259542;168.3054494;162.3649361;171.9288337;165.7940446;157.4851135;166.4590627;179.183955
59.78519794;46.77011991;43.2357203;51.65950044;28.4762694;33.76978807;42.32736256;44.31733598;0;52.48533962;12.1776171;9.151028896;58.17969755;12.58905695;74.72009183;28.39127802;16.69602747;20.69420594;30.59836638;36.12137141;68.39813257;71.74668794;33.45729096;65.66583791;64.39546404;56.26109742;48.28617012;56.69485158;51.50514621;56.89131593;59.74099384;62.24400031;81.77239319;63.59412952;91.40677822;87.34626731;104.9617491;88.90753321;106.8782362;107.8065274;90.27520648;116.8697319;132.055119;103.2443333;123.3320222;122.8338426;136.4314354;114.1650803;146.7658972;102.589112;143.6129299;129.7825214;128.4299603;109.8026236;120.241114;118.2230325;117.7237037;122.090367;130.5709697;151.4022348;125.1239373;130.2376374;135.8976556;147.6638645;141.263871;148.6273295;141.4711363;144.1979118;151.8639993;170.0129058;158.5375425;170.5278766;166.0978276;53.65071972;48.34595908;105.8074841;118.2006955;64.57100407;31.11571615;48.14284837;60.61190372;60.31944584;76.02047462;109.4599411;83.53738307;106.144935;118.802661;117.6716642;75.33982832;72.88257408;114.9303884;58.75419795;71.15172426;126.4636795;121.9068396;131.5738642;125.8672137;118.6636502;128.354479;141.1059768
41.26510338;43.56768122;43.70537877;35.43767499;46.58292181;28.71373674;21.1348306;9.58601863;52.48533962;0;41.68353032;50.54579684;6.745020665;48.96992928;22.53005325;28.21115533;47.78591598;53.46160746;76.21767517;79.55461526;24.46101788;26.39398745;73.86822483;27.66882883;30.79892213;33.08720373;38.88342866;37.51944901;69.95895993;88.76122768;51.83555163;59.38417762;53.71116278;62.78911972;58.02943661;64.40866893;74.33963277;116.3512954;143.1081644;143.2520477;115.4005871;154.4165588;171.4989583;131.4460014;159.6139423;157.4621457;174.4127499;144.9771097;185.8989883;119.4414036;181.164787;163.8847429;159.8115245;112.9446185;143.9242341;131.9948243;128.9513729;118.3341894;154.041984;183.4279143;122.6743306;122.1812248;124.9733036;173.8904606;138.8754285;134.9047604;149.0269339;157.0422763;145.4623409;191.7504602;165.4019524;190.2049277;158.3577554;102.5565009;96.37425329;157.9497922;170.5676482;116.3395999;80.60042049;100.310927;113.0226648;112.7777217;128.484013;161.2728658;134.8697504;157.4992885;170.2119585;168.9307594;125.2660976;121.6192441;164.1589085;101.2588459;113.5938151;174.4662405;168.0022218;177.4908153;171.2262413;162.5826209;171.2799919;183.9371001
